time,x,y,x_next,y_next,u_x,u_y,goal_x,goal_y,b_x,b_y
0.0,0.1,-2.1,0.2908903705925388,-1.2789175257306744,4.77225926481347,20.52706185673314,0.0,2.0,0.7,0.7
0.2,0.2908903705925388,-1.2789175257306744,0.2444834978234799,-0.470152282387685,-1.1601718192264732,20.219131083574734,0.0,2.0,0.6954451083018803,0.6157279463059703
0.4,0.2444834978234799,-0.470152282387685,0.1315093198244661,0.07565119837950918,-2.8243544499753446,13.645087019179854,0.0,2.0,0.6951783609230857,0.5477459072098608
0.6000000000000001,0.1315093198244661,0.07565119837950918,0.23162198120893354,0.4442481988493481,2.5028165346116857,9.214925011745972,0.0,2.0,0.6935983501549168,0.5218474056151257
0.8,0.23162198120893354,0.4442481988493481,0.028423320161710758,0.8479966466702551,-5.079966526180569,10.093711195522676,0.0,2.0,0.6923615722395945,0.5109155568516109
1.0,0.028423320161710758,0.8479966466702551,0.3241661187779368,0.8807708473570602,7.39356996540565,0.8193550171701283,0.0,2.0,0.6872792073479239,0.4982447522714101
1.2000000000000002,0.3241661187779368,0.8807708473570602,0.4449702274915247,1.160975597958103,3.0201027178396975,7.005118765026064,0.0,2.0,0.6766243842066735,0.49816466250317115
1.4000000000000001,0.4449702274915247,1.160975597958103,0.35860069175701775,0.9796749848202948,-2.1592383933626733,-4.532515328445203,0.0,2.0,0.6748854639090642,0.49231208507799396
1.6,0.35860069175701775,0.9796749848202948,0.5459603057359996,0.8280073711948163,4.683990349474546,-3.791690340636964,0.0,2.0,0.6739998385267086,0.4899100169260435
1.8,0.5459603057359996,0.8280073711948163,0.3590788534826275,1.1127272354194664,-4.672036306334302,7.117996605616254,0.0,2.0,0.6698400603871663,0.4882428121835124
2.0,0.3590788534826275,1.1127272354194664,0.43747729288439136,1.4880145094372217,1.9599609850440955,9.382181850443882,0.0,2.0,0.6657378072764348,0.48240118238869584
2.2,0.43747729288439136,1.4880145094372217,0.17882540224016863,1.7847874472338254,-6.466297266105568,7.4193234449150935,0.0,2.0,0.6650221644236983,0.47245779877102956
2.4000000000000004,0.17882540224016863,1.7847874472338254,0.46227179405258173,1.9297243969488826,7.086159795310327,3.6234237428764313,0.0,2.0,0.6572445756572183,0.4664586746992038
2.6,0.46227179405258173,1.9297243969488826,0.2852951312798938,1.8706015576110224,-4.424416569317197,-1.4780709834465058,0.0,2.0,0.6480606060757508,0.4650593190469143
2.8000000000000003,0.2852951312798938,1.8706015576110224,0.14694980463141818,1.7531528559679188,-3.4586331662118903,-2.9362175410775913,0.0,2.0,0.6445522087323685,0.4648276896631286
3.0,0.14694980463141818,1.7531528559679188,0.18096525993977763,1.2971396471413943,0.8503863827089863,-11.400330220663115,0.0,2.0,0.6424250898283485,0.4639144182982895
3.2,0.18096525993977763,1.2971396471413943,0.19433907778721057,1.1688892563094448,0.3343454461858232,-3.206259770798736,0.0,2.0,0.6422971127080928,0.45019429635801245
3.4000000000000004,0.19433907778721057,1.1688892563094448,0.2601914196874181,1.1124049171553,1.6463085475051886,-1.412108478853619,0.0,2.0,0.6422773355028503,0.4491654872316987
3.6,0.2601914196874181,1.1124049171553,0.3634479957132684,1.4800821339329562,2.5814144006462576,9.191930419441398,0.0,2.0,0.641797848166175,0.4489667478202868
